Material|Descripción|Unidades por caja|Peso (g)|Volumen (cm3)|Coste medio|Coste última reposición
50003402|NATURA CRIANZA-BICHO VAN|12|119|395|4|4
50003405|FACES MAQUILLAJE-LABIAL LAPIZ PURPURINA|0|9|24|2|2
50003412|Caja Especial Día del Padre 2000|0|1|100|0|0
50003413|NECESSAIRE FRANJA 2 PLAN ROSTRO 2006|0|1|3000|4|4
50003414|Cartera Verde Maquillaje|0|1|6900|2|2
50003419|ETIQUETA FE DE ERRATAS CICLO 04-06|0|1|1|0|0
50003444|Mascara Pestañas Definición Negra|0|22|56|5|5
50003448|Repuesto Est Bases Pos PV 2000/1|0|200|480|14|14
50003449|Rep Labiales|0|70|480|4|4
50003450|ESTUCHE COMPLETO LABIALES O/I 2002|0|1|500|16|16
50003510|Conjunto Vegetal Manzanilla C.8/00|0|1|1360|1|1
50003511|Conjunto Vegetal Avena ciclo 8|0|1|1360|1|1
50003512|Conjunto Vegetal Henna C.8/00|0|1|1360|1|1
50003513|EKOS CASTAÑA JABON LIQ + RF CAN VENDE|0|1|1360|4|4
50003520|Natura Crianças - Colonia Niñas|0|268|732|1|1
50003521|CARTA INDICACIÓN 2006|0|268|737|0|0
50003522|Natura Crianças Jabón|0|211|252|1|1
50003523|Natura Crianças - Jabón 2 unidades|0|207|410|1|1
50003660|HOJE FEMENINO-MOUSSE REFRESCANTE|0|164|157|1|1
50003708|NATURA INTERAGE-SHAMPOO CAB. ENRULADOS|30|320|642|2|2
50003869|Libre|1|1|1|1|1
50003888|DEMO CRIANZA NIÑOS 4ML|0|1|1770|0|0
50003889|Gorrito Mamá & Bebé|0|1|0|2|2
50003901|FACES NATURA ESPELHO DE BOLSA|0|40|30|1|1
50003904|NATURA CRIANZA-ACONDICIONADOR (LAGARTO)|0|309|250|1|1
50003937|Bolsita plásticas - Nueva marca * 10 un|0|1|10|1|1
50003938|Manual de Productos Nueva Marca|0|200|3900|1|0
50003939|Conjunto Día del Niño MM&BB|0|1|300|11|11
50003940|Hoje Fem. Porta retratos|0|358|1122|1|1
50003941|NATURA INTERAGE-FLUIDO DE BRILLO|112|106|183|3|3
50003943|NATURA VIVA LABIAL NRO 26|0|1|1|0|0
50003943|NATURA VIVA LABIAL NRO 28|0|1|1|0|0
50003950|Bolsa Plastica Nueva Marca x 1 un.|2000|9|43|0|0
50003951|Bolsa de papel Nueva Marca * 1 unidad|0|1|1|0|0
50003952|Bolsa de Papel Nueva Marca * 2 unidades|0|1|0|1|1
50003953|Est. COMPLETO Bases -Polvos 2001/2|0|1|2400|14|14
50003974|LOOK FACES MIX DANCE|0|1|1|15|16
50003975|Rep. LOOK  Est. Labiales|0|12|50|1|1
50003996|MAQUILLAJE-DEMO BATON BEGONIA|0|1|1|0|0
50003999|MAQUILLAJE-DEMO LABIAL GERANIO|0|1|10|0|0
50004002|Nuevo Kit Ciclo 9/00 c/bolso beige|0|1|14400|43|43
50004003|Bolsa Plastica Nueva Marca x 5 un.|0|1|5|0|0
50004004|Minivirina Nueva Marca * 3 unidades|0|1|1|0|0
50004020|MAQUILLAJE-DEMO LABIAL BETULA|0|1|10|0|0
50004028|Bufanda Gris Essencial|0|1|10|2|2
50004058|NATURA HOMBRE-REMERA|0|205|1020|1|1
50004100|NECESSAIRE PVC SARJA|0|55|770|2|2
50004131|CHRONOS-GEL CREMA 60+|0|125|422|19|20
50004132|CHRONOS-GEL CREMA 60+ REFIL|160|60|200|6|12
50004133|NATURA EKOS-ESPONJA VEGETAL|40|12|1000|1|1
50004141|LABIAL PROTECTOR CHOCOLATE|0|22|50|3|3
50004142|LABIAL PROTECTOR COGÑAC|0|22|50|2|3
50004143|LABIAL PROTECTOR DOLCE VITA|472|22|50|3|3
50004144|LABIAL PROTECTOR ETNA|0|22|50|3|3
50004145|LABIAL PROTECTOR RUBI|0|22|50|3|3
50004146|LABIAL PROTECTOR VERMELHO|0|22|50|3|3
50004152|CT BIOF DESOD SPRAY NM 100 ML|0|20|35|0|0
50004233|Chronos Conj. Gel Crema Ciclo 8|0|1|600|5|5
50004324|LOCION CREMOSA PIEL EXTRA SECA DURAZNO|24|200|1125|4|4
50004336|KIT NOCHE ALTO INV OPCION TERNURA|0|23|200|9|10
50004504|MAQUILLAJE-NECESSAIRE FRASQUERA NAV 2000|0|45|855|3|3
50004505|NATURA EKOS-DEMO OLEO BURITI|0|19|63|0|0
50004506|NATURA EKOS-DEMO OLEO MARACUYA|0|19|63|0|0
50004654|MAQUILLAJE-DEMO COLECCION REMEMBER|0|12|10|0|0
50004695|Orientador Armonias PV 2000/1|0|12|10|0|0
50004703|REVELAR DE NATURA-PULSERA C.17|0|8|45|2|2
50004752|"CAJA ""COMPARTIR"" ENAMORADOS 2006"|0|1|100|1|1
50004753|Estuche Maq. -Madre 2000 - Pironette|0|1|630|15|15
50004754|Est. Maq. Madres 2000 - Serenata|0|1|630|5|5
50004765|FOTOEQUILIBRIO-BOLSA DE PLAYA C.16/2000|24|170|4100|1|1
50004806|NATURA EKOS-NECESSAIRE EN YUTE C4/2001|0|60|370|2|2
50004846|LAPIZ KAJAL NEGRO|0|9|20|0|1
50004923|ERVA DOCE-ESTUCHE NAVIDAD 2001|0|541|1573|3|3
50004939|KAIAK ESPUMA DE AFEITAR|45|253|384|5|6
50004941|LABIAL PROTECTOR BAZILE|0|22|449|3|3
50004942|LABIAL PROTECTOR PIZZARRO|0|27|449|0|0
50004943|LABIAL PROTECTOR BOLDIN|0|27|449|0|0
50004944|LABIAL PROTECTOR MORISOT|0|22|449|3|4
50004945|LABIAL PROTECTOR CASSAT|0|21|50|0|1
50004946|LABIAL PROTECTOR DEGAS|0|27|4490|0|0
50004947|RUBOR EN CREMA BERNARD (O/I 2001)|0|67|300|2|2
50004948|RUBOR EN CREMA SEURAT (O/I 2001)|0|67|300|8|8
50004949|SOMBRA SERUSIER (O/I 2001)|0|64|300|9|10
50004950|SOMBRA GAUGIM (O/I 2001)|0|64|144|8|10
50004951|LAPIZ RETR OJOS PRUEBA AGUA-NEGRO|0|8|72|2|2
50004952|LAPIZ RETR OJOS PRUEBA AGUA-MARRON|0|8|72|2|2
50004953|NATURA UNICA LAPIZ ALTA FIJACION NEGRO|0|9|32|2|2
50004962|NATURA EKOS-ESTUCHE NAVIDAD 01 JABONES|0|460|1521|3|3
50004968|NATURA EKOS-COLONIA IGARAPE|40|187|465|4|4
50004976|NATURA EKOS-OLEO DE CACAO TRIFASICO|0|224|314|2|2
50004977|NATURA EKOS-OLEO TRIFASICO DE MATE VERDE|50|224|327|3|3
50004978|NATURA EKOS - RF OLEO TRIF CACAO|0|218|404|1|1
50004979|NATURA EKOS - RF OLEO TRIF MATE VERDE|46|218|404|1|1
50004980|NATURA EKOS-JABON EXFOLIANTE MATE VERDE|60|211|252|1|1
50004981|NATURA EKOS-JABON LIQUIDO MATE VERDE|40|338|536|1|1
50004987|NATURA EKOS REP JABON LIQ MATE VERDE|36|218|628|1|1
50004988|SINTONIA DEO SPRAY FEMENINO|0|134|351|4|4
50004990|Sintonia Natura Deo SPRAY Masc|0|300|351|4|4
50005013|FOTOEQUILIBRIO-PROTECTOR LABIAL FPS 30|897|14|28|2|2
50005027|HOJE FEMENINO-DESODORANTE SPRAY|48|157|332|5|5
50005028|HOJE FEMENINO-DESODORANTE SPRAY RF|68|114|184|2|2
50005029|BOLSA ESPECIAL REGALO|100|10|100|0|0
50005031|NATURA CRIANCA-AGUA COLONIA F|48|266|418|3|3
50005032|NATURA CRIANCA-AGUA COLONIA H|48|266|500|2|2
50005033|NATURA CRIANCA ACONDICIONADOR|0|312|737|2|2
50005034|NATURA CRIANZA-ESTUCHE NAV 01 NIÑOS|0|856|5103|3|3
50005035|NATURA CRIANZA-ESTUCHE NAV 01 NIÑAS|0|725|5103|3|3
50005040|NATURA CRIANCA SHAMPOO|0|329|737|3|3
50005041|NATURA INTERAGE FLUIDO BIFASICO BR/MC|44|80|494|4|3
50005042|NATURA INTERAGE-MOUSSE FIJADORA|45|218|477|8|8
50005043|NATURA INTERAGE-MASCARA TRAT INTENSIVO|24|270|1372|4|4
50005051|NATURA INTERAGE-SPRAY ALTA FIJACION|30|204|455|6|6
50005052|EKOS  CREMA HIDRATANTE CORPORAL ANDIROBA|0|320|150|5|5
50005062|SEVE RF OLEO ALMENDRAS DULCES|42|180|404|4|4
50005063|SEVE RF OLEO CALENDULA|42|180|404|3|4
50005071|MAMA Y BEBE-EMULSION PARA EMBARAZADAS|32|227|564|4|4
50005072|MAMA Y BEBE-GEL CUIDADO PIERNAS Y PIES|34|199|526|5|5
50005076|ERVA DOCE LOCION CREMOSA|28|310|688|3|4
50005077|ERVA DOCE JABON EN BARRA 3 UNIDADES|32|356|1000|3|3
50005078|ERVA DOCE JABON CREM P/CUERPO 250ml|28|303|577|2|2
50005079|ERVA DOCE REP JABON CREM P/CUERPO 250ml|44|270|533|2|2
50005080|ERVA DOCE JABON CREMOSO P/MANOS 250ml|16|318|1313|4|4
50005081|ERVA DOCE REP JABON CREM P/MANOS 250ml|44|280|1000|2|2
50005115|FOTOEQUILIBRIO-AGUA REFRESCANTE|0|223|571|4|4
50005117|CHRONOS-EMULSION AREA LABIOS Y LABIOS|234|40|115|4|4
50005118|CHRONOS-EMULSION AREA OJOS ELASTINOL|154|50|133|8|8
50005131|FACES TRAT JABON EXF REVITALIZANTE|80|40|284|2|2
50005133|FACES-LOCION ASTRINGENTE|45|260|465|3|3
50005134|FACES-JABON EN GEL|48|174|399|2|2
50005136|ESTUCHE DESTAQUE SINTONIA FEMENINO|0|693|600|9|9
50005144|FACES-FLUIDO HIDRATANTE LIBRE DE OLEO|120|90|188|3|3
50005145|Lata Carton Seve|0|1|500|1|1
50005154|KAIAK-ESTUCHE NAVIDAD 2001|0|922|3402|6|6
50005156|HOJE FEMENINO-ESTUCHE MADRES 2001|0|649|3500|3|3
50005187|LABIAL LIQUIDO HIDRATANTE COBRE|0|15|26|1|1
50005188|LABIAL LIQUIDO HIDRATANTE MARRON|0|15|225|1|2
50005189|LABIAL LIQUIDO HIDRATANTE VINO|0|15|225|1|2
50005191|LABIAL LIQUIDO HIDRATANTE CEREZA|0|15|26|1|1
50005198|Reloj Quotidiano|0|1|840|2|2
50005213|LABIAL PROTECTOR DALI|0|22|64|0|0
50005214|LABIAL PROTECTOR MIRO|0|22|64|0|0
50005215|LABIAL PROTECTOR ELUARD|0|22|64|0|1
50005216|LABIAL PROTECTOR BRETON|0|22|64|0|1
50005217|LABIAL PROTECTOR MAGRITTE|0|22|64|0|0
50005218|LABIAL PROTECTOR BLAKE|0|22|64|0|1
50005245|LAPIZ PARA LAS CEJAS-MARRON|0|9|100|2|4
50005246|LAPIZ RETR.OJOS PRUEBA AGUA-GRAFITE|0|8|72|0|0
50005247|LAPIZ RETRACTIL A PRUEBA DE AGUA-CACAU|0|7|30|2|2
50005248|LAPIZ RETRACTIL A PRUEBA DE AGUA-TIERRA|0|7|30|1|2
50005249|LAPIZ RETRACTIL PRUEBA DE AGUA-M|0|7|30|0|0
50005265|FACES MAQUILLAJE-LABIAL LUNAR|636|16|45|2|2
50005266|FACES MAQUILLAJE-LABIAL ESPACIAL|636|16|45|1|1
50005272|FACES SOMBRA COMPACTA UNIVERSO|0|12|40|2|2
50005275|FACES SOMBRA COMPACTA ESTRELA|0|12|40|3|3
50005284|FACES MAQUILLAJE-BASE E/LEVE BEIGE CLARO|0|45|114|2|2
50005285|FACES MAQUILLAJE-BASE E-LEVE BEIGE MEDIO|0|45|118|1|1
50005287|FACES MAQUILLAJE-BASE E/LEVE MARRON MED|0|45|114|1|1
50005294|FACE NATURA-TRIO SOMBRAS OCEANO TURQUESA|0|48|54|9|9
50005350|FACES-LAPIZ SECATIVO MEDIO|952|10|31|4|4
50005366|Sombra Barra Cobre+Esmalte Viola|0|1|187|3|2
50005367|Sombra B.Rosa+Esmalte Viola|0|1|187|4|4
50005369|CAJA CREER PARA VER-NARANJA|0|100|661|1|1
50005377|REVELAR-OLEO EN GEL|0|154|462|5|7
50005383|NATURA CRIANCA JABON C/2 UNIDADES|0|207|534|3|4
50005385|NATURA CRIANZA - JABON CON JABONERA|0|144|593|2|2
50005401|REVELAR-ESTUCHE MADRES 2001|0|637|3500|4|4
50005410|Est. Alternativo E. Doce Arg Madres 2000|0|1|2500|7|8
50005499|MMBB CAMBIADOR ESTUCHE MADRES 2004|0|15|100|3|3
50005500|NATURA EKOS COL FLOR AGUA DEMO 4 ML|0|15|100|0|0
50005501|NATURA EKOS-DEMO DESOD MADERA/HOJA|0|15|100|0|0
50005562|Est.Biogr.Fem. Alternativo Madres|0|1|500|13|13
50005564|Est. Seve Alternativo Madres 2000|0|1|300|89|89
50005566|CHRONOS CARTERA NEGRA MADRES 2005|0|1|300|8|8
50005571|Est. Alternativo madres Kriska 2000|0|1|500|11|10
50005628|PORTA BATOM COM ESPELHO EN TELA|0|43|216|2|2
50005699|BRINGI/SABINE CARTUCHERA C.15|0|1|0|1|1
50005708|DEMO - Estojo Plástico Perfumería|15|125|1500|7|7
50005733|libre|1|1|1|1|1
50005740|MAQUILLAJE NECESSAIRE OVALADO C.15|0|1|100|1|1
50005799|FOTOEQUILIBRIO-BANNER|0|500|3000|6|6
50005820|FOTOEQUILIBRIO-DISPLAY|0|320|1200|11|11
50005830|libre|1|1|1|1|1
50005848|KIT PITANGA PRE LANZAMIENTO|0|155|1000|10|10
50005849|NECESSAIRE DEPORTIVO KAIAK DE NATURA|100|56|2369|4|4
50005852|NATURA HOMBRE-ESTUCHE DE NAVIDAD 2000|0|1|1000|14|15
50005853|NATURA EKOS-ESTUCHE NAVIDAD 2000|0|1|1000|6|6
50005854|ESTUCHE CRIANZA NIÑAS 2006|0|1|1000|13|13
50005855|BIOGRAFIA MASCULINO-ESTUCHE NAVIDAD 2000|0|1|100|6|6
50005857|KRISKA-ESTUCHE DE NAVIDAD 2000|0|1|2359|17|16
50005859|CAJA H NAVIDAD 2005|0|1|1045|0|0
50005860|FAJA ESTUCHE BIOGRAFIA MASC PADRES 2005|0|1|1020|0|0
50005861|BIOGRAFIA MASCULINO-CAJA DE NAVIDAD 2000|0|1|1020|0|0
50005863|CAJA CHRONOS NAVIDAD 2005|50|1|100|1|1
50005864|MMBB FAJA 2005|0|1|1|0|0
50005866|CAJA DE REGALO NATURA|0|100|1900|1|1
50005867|ESSENCIAL-BILLETERA C.16/2000|0|1|300|2|2
50005868|M&B-TOALLA DE BEBE|0|1|780|2|2
50005869|ESMALTE POESIA|0|1|72|0|0
50005870|ESMALTE BE-BOOP|0|1|72|0|0
50005918|CHRONOS REG+OJOS 60+ C11-07|0|1|1|14|14
50005921|NATURA EKOS - RF OLEO TRIF BURITI|46|218|404|2|2
50005922|NATURA EKOS - RF OLEO TRIF MARACUYA|0|218|404|1|1
50005923|NATURA EKOS-COLONIA FLOR DE AGUA 160ML|40|186|420|4|4
50005924|NATURA EKOS-COLONIA MADERA EN FLOR 160ML|40|190|420|4|4
50005925|FACES MINI NECESSAIRE|0|110|350|1|1
50005926|TOALLA DE MANOS ROJA|0|83|690|1|1
50005931|NATURA CRIANZA - EMULSION HIDRATANTE|0|156|416|3|3
50006013|Ekos Pitanga Jabón Líquido para Manos|1|1|1|1|1
50006023|PORTA CD EMBORRACHADO|0|112|100|5|5
50006090|NATURA EKOS-RIÑONERA DE LONA|0|115|200|1|1
50006092|FOTOEQUILIBRIO-SOMBRERO DE LONA C17/2001|10|93|1000|1|1
50006112|MAQUILLAJE-PORTALABIAL C.1/2001|0|1|240|1|1
50006113|FOTOEQUILIBRIO-NECESSAIRE C.1/2001|0|1|1840|1|1
50006114|SOL-DEMO 6 X 1ML|352|24|72|1|1
50006115|SOL-DEMO 4ML|0|10|24|0|0
50006130|BIOGRAFIA FEMENINO-ESTUCHE MADRES 2001|0|487|1650|4|4
50006162|TARJETA NATURA NAVIDAD 2005|0|10|10|0|0
50006163|ESTUCHE MAMA Y BEBE 2006|0|1|1|12|12
50006225|KRISKA-ESTUCHE NAVIDAD 2001|0|636|1848|5|5
50006250|BOLSO MARINERO - CAMPAÑA C.1/2001|0|1|3000|3|3
50006251|BOLSO DE VIAJE CAMPAÑA C.1/2001|0|1|3000|5|5
50006269|AGENDA NATURA 2006|0|500|569|8|8
50006306|TP SINM COLONIA 100ML|0|0|0|12|12
50006315|BIOGRAFIA MASCULINO-ESTUCHE NAVIDAD 2001|0|603|2376|3|3
50006361|LLAVERO PLATEADO|0|1|25|2|2
50006480|NECESSAIRE MAMA Y BEBE|0|24|287|1|1
50006510|CHRONOS-DEMO NUEVA LINEA EN ESPAÑOL|0|51|400|1|1
50006513|REP. LOOK LABIALES OTO/INV 2001|0|14|100|0|0
50006516|BOLSO CAMBIADOR MAMA & BEBE DESPLEGABLE|5|644|7200|22|22
50006530|LUA-DEMO 6 UN X 1ML|352|25|65|1|1
50006531|LUA 4 ML|0|10|5|0|0
50006535|CAMPAÑA ROSTRO 2006 - FRANJA 3|0|1|1|28|29
50006591|REPUESTO DEMO BASES Y POLVOS PV2001|0|202|500|11|11
50006652|MAQUILLAJE-DEMO LABIAL MORISOT|0|1|100|0|0
50006654|MAQUILLAJE-DEMO LABIAL DEGAS|0|1|100|0|0
50006693|FOTOEQUILIBRIO POLVO COMPACTO EF BRONC|0|50|200|4|4
50006695|BIOGRAFIA MASCULINO-TOALLA DE CUELLO|0|88|555|1|1
50006697|FACES NECESSAIRE PRETA PINK|0|72|1456|3|3
50006698|NATURA EKOS-COLLAR DE SEMILLAS|0|9|101|0|0
50006699|NECESSAIRE MAMA & BEBE|20|226|1830|8|8
50006875|HOJE-CREMA DE AFEITAR|0|141|356|2|2
50006876|HOJE-GEL DESPUES DE AFEITAR|0|141|356|2|2
50006991|KIT EKOS PITANGA INDICACION C15 y 16/05|0|1|1|16|15
50006992|RELOJ INDICACION C.6/2001|0|1|4000|9|9
50006993|REPUESTO LABIALES O/I 2001|0|1|1|5|5
50006994|ORIENTADOR DE ARMONIAS O/I 2001|0|1|200|0|0
50007021|SOMBRA AUTOMATICA DORADA PERLADA|0|8|23|2|2
50007022|SOMBRA AUTOMATICA ROSA SALMON|0|8|23|2|2
50007090|CHRONOS-CREMA EXFOLIANTE|0|83|150|0|0
50007091|CHRONOS-MASCARA TENSORA|0|82|150|0|0
50007101|Toalla M&B para higienizar|0|78|100|2|2
50007185|SEVE ALGODON|36|207|360|3|2
50007193|NATURA HOMEM DESODORANTE ROLL ON|64|1|310|3|3
50007194|NATURA HOMEM DESODORANTE AEROSOL|45|138|400|4|4
50007195|NATURA HOMBRE-GEL P/DESPUES AFEITAR NF|48|167|361|4|4
50007196|NATURA HOMBRE-EMULSION P/ROSTRO VIT C|60|158|366|9|9
50007204|Folleto Diversa|1|1|1|1|1
50007276|CAMPAÑA PROD 11-12/06 PROD 400|0|1|1|0|0
50007299|FACES MAQUILLAJE TORRE DE LABIALES|0|40|100|8|7
50007361|FOTOEQUILIBRIO HIDRATANTE EN GEL 120g|46|156|366|2|2
50007362|FACES GEL ANTIFATIGA PARA OJOS|224|20|102|2|2
50007364|FACES-LOCION HIDRATANTE LARGA DURACION|120|89|188|3|3
50007365|FACES-LOCION TONICA HIDRO-EMOLIENTE|45|261|465|3|3
50007366|FACES REMOVEDOR DE OLEOSIDAD|500|9|600|3|3
50007367|FACES-JABON EN MOUSSE|48|171|399|3|3
50007368|FACES TRAT COMPLEJO DINAMIZANTE|120|150|212|4|3
50007369|MAMA Y BEBE-ESTUCHE MADRES 2001|0|897|3500|3|3
50007381|NATURA EKOS-CONDICIONADOR ANDIROBA|0|319|540|1|1
50007383|NATURA EKOS - ACONDICIONADOR CAMOMILA|40|323|539|1|1
50007386|NATURA EKOS-SHAMPOO ANDIROBA EXTRA SUAV|0|391|606|2|2
50007388|NATURA EKOS - SHAMPOO CAMOMILA|40|394|605|2|2
50007415|HOJE MASCULINO-ESTUCHE NAVIDAD 2001|0|620|2772|4|4
50007417|PERFUMERIA JOVEN-ESTUCHE NAVIDAD 2001|0|309|896|3|3
50007442|KRISKA DE NATURA COLONIA SIN LATA|0|1|100|2|2
50007444|BILLETERA INDICACION CICLO 7/2001|0|1|270|11|11
50007446|CARTA PROMO TODODIA C11-06|24|1|113|0|0
50007493|DIVERSA CUARTETO NINFAS|1|1|1|22|23
50007536|NATURA EKOS-BAÑO DE CREMA ACOND ANDIROBA|0|321|650|5|5
50007549|MAQUILLAJE-CAJA NAVIDAD 2001|0|1|5100|0|0
50007550|NATURA EKOS-JABON EXFOLIANTE BURITI|60|211|250|1|1
50007551|NATURA EKOS-JABON EXFOLIANTE MARACUYA|60|214|230|1|1
50007553|IPBC (GLYCACIL L)|0|0|0|0|0
50007556|JUEGO SABANAS INDICACIÓN 20 BONUS|4|1|1|48|48
50007557|LAMPARA INDICACION C.9/2001|0|1|22176|10|10
50007558|LOOK FACES LABIOS 2006|0|125|200|14|14
50007561|MAQUILLAJE-NECESSAIRE NAVIDAD 2001|0|1|3000|2|2
50007564|NATURA EKOS-CAJA DE PAPEL RECICLADO|0|224|3000|0|0
50007629|CHRONOS AGUA VITALIZANTE CON SALES|45|139|466|4|4
50007633|NATURA EKOS REP BAÑO DE CREMA ANDIROBA|52|325|660|3|3
50007652|NATURA EKOS REPUESTO ACOND ANDIROBA|36|218|628|1|1
50007653|NATURA EKOS REPUESTO ACOND MANZANILLA|36|218|710|1|1
50007655|NATURA EKOS REPUESTO SHAMPOO ANDIROBA|36|218|710|2|2
50007656|NATURA EKOS REPUESTO SHAMPOO MANZANILLA|36|218|710|2|2
50007674|NATURA EKOS REP JABON LIQ ANDIROBA|36|218|536|1|1
50007680|FACES NATURA TRIO DE SOMBRAS SOL DORADO|0|50|200|7|7
50007711|MANTA POLAR INDICACION C8/2001|0|1|10000|10|10
50007731|ESTUCHE UNICA NOVIAS 2 2005|0|66|1100|41|41
50007750|FOLLETO NAVIDAD 2004|0|1|1|0|0
50007763|CHRONOS-GEL C+ 5% EFECTO TENSOR|66|120|247|15|16
50007772|ESPELHO DE BOLSA|0|45|45|2|2
50007825|NATURA EKOS-CONJ MINIATURAS OLEOS|0|183|180|3|2
50007827|NATURA EKOS - JABON LIQUIDO ANDIROBA|0|335|540|2|2
50007857|BUFANDA CRIANZA C10/2001|0|1|3600|2|2
50007859|KIT EKOS MARACUJA INDICACION C15 y 16/05|0|1|1|17|15
50007950|REPUESTO DEMO LABIALES LOOK PV2001/2|0|16|138|0|0
50007951|REPUESTO DEMO LABIALES TONOS ROSA|320|16|138|1|2
50007952|REPUESTO DEMO LABIALES TONOS COBRE|320|16|138|2|2
50007953|REPUESTO DEMO LABIALES TONOS ROJO|320|16|138|2|2
50007954|REPUESTO DEMO LABIALES TONOS MARRON|320|16|138|2|2
50007955|REPUESTO DEMO LABIALES LARGA DURACION|320|16|138|1|1
50007958|ESTUCHE DEMOSTRADOR LABIALES PV2001/2|0|1|1300|0|0
50008012|DEMO OLEOS Y COLONIAS EKOS|0|65|100|2|2
50008017|DEMO FLACONETE RF INFANTIL INT|705|29|58|2|2
50008046|NATURA EKOS-ESTUCHE MATE VERDE|0|1|5200|5|5
50008099|KIT FIESTA ALTO INV OPCION CARAMELO|0|1|1000|10|11
50008118|ORIENTADOR DE ARMONIAS PV 2001/2|0|1|242|0|0
50008175|REPUESTO ARG LABIALES PV2001|0|1|300|4|4
50008211|REPUESTO LABIALES CICLO 11/2001|0|1|300|6|6
50008212|ESTUCHE LABIALES C11/2001|0|1|300|12|12
50008214|LUA-CARTERA CICLO 12/2001|0|1|900|2|2
50008238|KIT INDICACION FEMENINO C12/2001|0|1|100|5|5
50008259|NATURA EKOS-SAL EXFOLIANTE DE MARACUYA|0|419|439|3|3
50008270|SAL EXFOLIANTE CON OLEO DE BURITI|0|419|439|3|3
50008285|LABIAL ILUMINADOR ALTO VERANO NICE|0|22|45|3|2
50008286|LABIAL ILUMINADOR ALTO VERANO ALAMANDA|0|22|45|3|3
50008287|LABIAL ILUMINADOR ALTO VERANO AMARILIS|0|22|45|4|7
50008288|LABIAL ILUMINADOR ALTO VERANO PAPOULA|0|22|45|3|2
50008289|LABIAL ILUMINADOR ALTO VERANO VIOLETA|0|22|45|3|3
50008290|KIT INDICACION MASCULINO C12/2001|0|1|100|7|7
50008291|LOCIONES CREMOSAS-PACK C12/2001|0|1|400|0|0
50008300|LABIAL ILUMINADOR ALTO VERANO IRIS|0|22|45|3|2
50008301|MAQUILLAJE NATURA - EMULSION ILUMINADORA|0|55|72|5|5
50008364|CONJUNTO 2 BOLSAS PLATEADAS|0|200|200|0|0
50008366|NATURA EKOS-ESTUCHE MADRES 2001|0|1|1500|8|8
50008367|KIT DE INICIO PARA MAESTROS|0|1|10000|5|5
50008377|NATURA CRIANZA-JUEGO DE ENCASTRE 13/01|24|1|2016|1|1
50008378|KAIAK FEMENINO DESODORANTE COLONIA|38|345|760|8|8
50008387|CAJA CREER PARA VER-GRANDE|0|102|400|0|0
50008396|DESODORANTE COLONIA Z|84|227|315|5|5
50008399|DESODORANTE COLONIA Y|0|227|315|5|6
50008401|DESODORANTE COLONIA X|84|227|315|6|6
50008413|ETIQUETA PRIMER PEDIDO|100|0|50|0|0
50008420|KAIAK FEMENINO REP DESOD SPRAY|68|114|180|0|1
50008431|SOL-CARTERA 14/2001|0|1|1000|2|2
50008447|CURSO CONS. Y PROD.-RESUMEN DEL CURSO|0|1|100|0|0
50008448|CURSO PIEL-CERTIFICADO|0|1|100|0|0
50008460|CURSO PIEL-RESUMEN|0|1|100|0|0
50008461|CURSO MAQUILLAJE-BABERO|0|1|100|0|0
50008463|CURSO MAQUILLAJE-VINCHA|0|1|100|0|0
50008464|CURSO MAQUILLAJE-CUESTIONARIO|0|1|100|0|0
50008465|CURSO MAQUILLAJE-CERTIFICADO|0|1|100|0|0
50008466|CURSO MAQUILLAJE-RESUMEN|0|1|100|0|0
50008467|CURSO CONS. Y PROD-PORTA PIN|0|1|100|0|0
50008468|CURSO CONS. Y PROD-INVITACION|0|1|100|0|0
50008469|CERTIFICADO DE ENTRENAMIENTO|0|1|100|0|0
50008470|CURSO PIEL-CUESTIONARIO|0|1|100|0|0
50008471|LOOK UNICA LABIOS 2006|0|108|820|25|25
50008505|ESTUCHE NAVIDAD 2003 KAIAK MASCULINO|0|490|1312|12|12
50008542|HOJE MASC ESTUCHE DIA DEL PADRE 2003|0|700|5250|14|17
50008543|ESTUCHE NAVIDAD 2002 HOJE MASCULINO|0|496|3000|13|13
50008567|ESTUCHE COLONIAS REFRESCANTES MADRES 03|0|400|1452|5|4
50008573|DEMO KAIAK FEMENINO 6 X 1 ML|352|24|43|1|1
50008574|DEMO KAIAK FEMENINO 4ML|660|8|13|1|1
50008584|ESTUCHE NAVIDAD 2003 SEVE|0|400|2541|9|9
50008593|FACES SOMBRA EN CREMA METALICA COBRE|0|20|61|2|2
50008594|FACES SOMBRA EN CREMA METALICA LILA|0|20|61|2|2
50008600|NATURA MAMA & BEBE PROTECTOR SOLAR|67|165|413|11|10
50008628|NATURA EKOS AGUA DE BAÑO PRIPRIOCA|18|414|1411|8|9
50008629|NATURA EKOS AGUA DE BAÑO BREU BRANCO|15|413|1465|8|8
50008634|CARTA FALTANTE SEVE. HOJE Y KAIAK  MASC|0|10|50|0|0
50008638|ESTUCHE EKOS BAÑO MADRES 2003|0|450|784|7|8
50008642|EKOS PERFUME DO BRASIL BREU BRANCO|18|1|1864|31|33
50008643|NATURA EKOS PERFUME DO BRASIL PRIPRIOCA|18|1372|480|31|31
50008647|FOTOEQUILIBRIO EMULSION AUTOB HIDRATANTE|46|120|468|4|4
50008648|FOTOEQUILIBRIO PROTECTOR DE CABELLOS|67|156|366|3|3
